x-axis,1,2
second,Volt,Ampere
-19.400E-06,,
-19.300E-06,-97.989947E-03,-248.417750E-03
-19.200E-06,-97.989947E-03,-47.412723E-03
-19.100E-06,-97.989947E-03,-334.562761E-03
-19.000E-06,-69.274943E-03,-47.412723E-03
-18.900E-06,+103.015080E-03,-305.847758E-03
-18.800E-06,-97.989947E-03,-47.412723E-03
-18.700E-06,-69.274943E-03,-219.702746E-03
-18.600E-06,+103.015080E-03,-133.557735E-03
-18.500E-06,-97.989947E-03,-47.412723E-03
-18.400E-06,-97.989947E-03,-363.277765E-03
-18.300E-06,+103.015080E-03,-420.707773E-03
-18.200E-06,-97.989947E-03,-334.562761E-03
-18.100E-06,-97.989947E-03,-248.417750E-03
-18.000E-06,-97.989947E-03,-248.417750E-03
-17.900E-06,-298.994973E-03,-248.417750E-03
-17.800E-06,+103.015080E-03,-248.417750E-03
-17.700E-06,-97.989947E-03,-248.417750E-03
-17.600E-06,-97.989947E-03,-248.417750E-03
-17.500E-06,-97.989947E-03,-248.417750E-03
-17.400E-06,-97.989947E-03,+153.592303E-03
-17.300E-06,-97.989947E-03,-47.412723E-03
-17.200E-06,-97.989947E-03,-133.557735E-03
-17.100E-06,+103.015080E-03,-47.412723E-03
-17.000E-06,-11.844935E-03,+38.732288E-03
-16.900E-06,-270.279969E-03,+124.877300E-03
-16.800E-06,-241.564966E-03,-47.412723E-03
-16.700E-06,-97.989947E-03,-449.422777E-03
-16.600E-06,-126.704950E-03,-219.702746E-03
-16.500E-06,-11.844935E-03,-363.277765E-03
-16.400E-06,-97.989947E-03,-248.417750E-03
-16.300E-06,+103.015080E-03,-219.702746E-03
-16.200E-06,-97.989947E-03,-277.132754E-03
-16.100E-06,-97.989947E-03,-391.992769E-03
-16.000E-06,-40.559939E-03,-305.847758E-03
-15.900E-06,+74.300076E-03,-219.702746E-03
-15.800E-06,-97.989947E-03,-47.412723E-03
-15.700E-06,-97.989947E-03,-47.412723E-03
-15.600E-06,+16.870069E-03,-47.412723E-03
-15.500E-06,-69.274943E-03,-47.412723E-03
-15.400E-06,-97.989947E-03,-248.417750E-03
-15.300E-06,-97.989947E-03,+96.162296E-03
-15.200E-06,+74.300076E-03,-47.412723E-03
-15.100E-06,+16.870069E-03,-248.417750E-03
-15.000E-06,+103.015080E-03,-47.412723E-03
-14.900E-06,-97.989947E-03,-248.417750E-03
-14.800E-06,-69.274943E-03,-420.707773E-03
-14.700E-06,-97.989947E-03,-391.992769E-03
-14.600E-06,-97.989947E-03,-248.417750E-03
-14.500E-06,-97.989947E-03,-248.417750E-03
-14.400E-06,+16.870069E-03,-248.417750E-03
-14.300E-06,-97.989947E-03,-248.417750E-03
-14.200E-06,-97.989947E-03,-47.412723E-03
-14.100E-06,-97.989947E-03,-219.702746E-03
-14.000E-06,+45.585072E-03,-305.847758E-03
-13.900E-06,+45.585072E-03,-248.417750E-03
-13.800E-06,-97.989947E-03,-76.127727E-03
